City_ID,City,Country,Max Temp,Description,Lat,Lng,Date,Hotel Name
287,Saint Andrews,US,96.39,scattered clouds,34.0454,-81.1293,2022-08-01 18:39:17,Baymont by Wyndham Columbia Northwest
288,Salina,US,97.3,clear sky,38.8403,-97.6114,2022-08-01 18:36:54,"Holiday Inn Express & Suites Salina, an IHG Hotel"
289,Lazaro Cardenas,MX,88.63,few clouds,17.9583,-102.2,2022-08-01 18:39:17,HOTEL QUINTA ANTIGUA
293,Pingzhuang,CN,73.04,clear sky,42.0372,119.2889,2022-08-01 18:39:19,Haoke Guest House
294,Aksu,CN,70.97,overcast clouds,41.1231,80.2644,2022-08-01 18:39:20,Pudong Holiday Hotel
295,Lorengau,PG,80.89,overcast clouds,-2.0226,147.2712,2022-08-01 18:39:20,Lorengau Harbourside Hotel
296,Marsh Harbour,BS,83.79,scattered clouds,26.5412,-77.0636,2022-08-01 18:39:21,Abaco Beach Resort
297,Bandarbeyla,SO,75.94,overcast clouds,9.4942,50.8122,2022-08-01 18:39:22,JABIR HOTEL
298,Yining,CN,77.83,clear sky,29.0361,114.5636,2022-08-01 18:39:22,Xiushui Hotel
299,Noshiro,JP,77.23,overcast clouds,40.2039,140.0242,2022-08-01 18:39:23,Suigetsu
300,Monster,NL,71.98,clear sky,52.0258,4.175,2022-08-01 18:39:23,Roompot Kijkduin
303,Reichenau,PL,74.01,overcast clouds,50.9075,14.9563,2022-08-01 18:39:26,Rychło. Hotel
305,Honiara,SB,76.44,few clouds,-9.4333,159.95,2022-08-01 18:39:28,Heritage Park Hotel
307,Luwuk,ID,75.45,overcast clouds,-0.9516,122.7875,2022-08-01 18:39:29,Hotel Santika Luwuk
308,Tukrah,LY,80.62,clear sky,32.5341,20.5791,2022-08-01 18:39:29,Lagrota restaurant
312,Isangel,VU,75.47,overcast clouds,-19.55,169.2667,2022-08-01 18:37:20,Tanna Lodge
315,Mount Pleasant,US,97.0,few clouds,32.7941,-79.8626,2022-08-01 18:37:11,Best Western Patriots Point
316,Korla,CN,73.78,overcast clouds,41.7597,86.1469,2022-08-01 18:39:34,Gulisitan Hotel
317,Acajutla,SV,88.14,clear sky,13.5928,-89.8275,2022-08-01 18:39:34,Laureles
318,Palmas,BR,93.07,scattered clouds,-10.2128,-48.3603,2022-08-01 18:39:35,Hotel Lago da Palma
319,Chabahar,IR,82.78,few clouds,25.2919,60.643,2022-08-01 18:39:36,هتل گدروشیا
323,Pacific Grove,US,80.35,clear sky,36.6177,-121.9166,2022-08-01 18:39:38,Lovers Point Inn
331,Bethel,US,79.36,overcast clouds,41.3712,-73.414,2022-08-01 18:40:43,Courtyard by Marriott Danbury
333,Manono,CD,82.13,few clouds,-7.3,27.4167,2022-08-01 18:40:44,Hotel hewa bora
337,Camapua,BR,91.49,clear sky,-19.5314,-54.0439,2022-08-01 18:40:46,Comercial Estrela
338,Nuqui,CO,81.14,light rain,5.7125,-77.2708,2022-08-01 18:40:47,Hotel Nuquimar
343,Buala,SB,79.5,broken clouds,-8.145,159.5921,2022-08-01 18:40:50,Maringe Lagoon Lodge
345,Miquelon,PM,71.6,overcast clouds,47.0975,-56.3814,2022-08-01 18:40:51,Island Inn
346,Port Blair,IN,80.64,mist,11.6667,92.75,2022-08-01 18:40:52,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
349,Takoradi,GH,74.25,overcast clouds,4.8845,-1.7554,2022-08-01 18:40:53,Raybow International Hotel
350,Boppard,DE,74.37,broken clouds,50.2308,7.5899,2022-08-01 18:40:54,Zur Krone
351,Pierre,US,90.52,clear sky,44.3683,-100.351,2022-08-01 18:40:54,Ramkota Hotel
355,Santa Rosa,PH,77.09,overcast clouds,14.3122,121.1114,2022-08-01 18:40:57,Erlyn’s Sta Rosa City Home
356,Sylvan Lake,CA,73.35,broken clouds,52.3168,-114.0853,2022-08-01 18:40:58,Best Western Plus Chateau Inn Sylvan Lake
358,Paraiso,CR,79.66,broken clouds,9.8383,-83.8656,2022-08-01 18:40:59,Hotel Rinconcito Verde
359,Wamba,NG,71.94,overcast clouds,8.9333,8.6,2022-08-01 18:40:59,Roma Zee Guest House Annex
360,Saiha,IN,70.57,overcast clouds,22.4833,92.9667,2022-08-01 18:41:00,"Circuit House, Siaha"
362,Dzilam Gonzalez,MX,92.14,broken clouds,21.2833,-88.9333,2022-08-01 18:41:01,posadas
365,Goryachiy Klyuch,RU,71.22,broken clouds,44.6308,39.13,2022-08-01 18:41:03,Hotel Harchevnya
366,Sur,OM,89.37,few clouds,22.5667,59.5289,2022-08-01 18:41:04,Sur Plaza Hotel
367,Kahului,US,80.83,light rain,20.8947,-156.47,2022-08-01 18:41:05,Maui Seaside Hotel
368,Daru,PG,77.16,scattered clouds,-9.0763,143.2092,2022-08-01 18:41:05,Daru Lodge
369,La Ronge,CA,71.82,scattered clouds,55.1001,-105.2842,2022-08-01 18:41:06,Northland Motor Hotel
371,Awjilah,LY,88.61,clear sky,29.1081,21.2869,2022-08-01 18:42:08,المنزل
377,San Patricio,US,95.16,broken clouds,28.017,-97.5169,2022-08-01 18:42:05,"Motel 6 Sinton, TX"
378,Hinton,CA,77.97,overcast clouds,53.4001,-117.5857,2022-08-01 18:42:11,Econo Lodge & Suites
379,Conde,BR,81.86,few clouds,-7.2597,-34.9075,2022-08-01 18:42:12,Pousada Beija Flor
382,Annau,TM,83.7,scattered clouds,37.8876,58.516,2022-08-01 18:42:14,"Гостиница ""Уссат инженер"""
383,Qianan,CN,74.73,overcast clouds,44.9932,124.0581,2022-08-01 18:42:14,Qian'an Hotel
384,Lamar,US,96.98,few clouds,33.6668,-95.5836,2022-08-01 18:42:15,Kings Inn Paris TX
386,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,2022-08-01 18:42:17,Pirineos
387,Ahmadpur Sial,PK,89.24,clear sky,30.6754,71.7483,2022-08-01 18:42:18,M aqeel dhoobi
389,Madison,US,77.7,moderate rain,34.7334,-86.5667,2022-08-01 18:39:12,Embassy Suites by Hilton Huntsville
390,Marion,US,81.54,broken clouds,39.7684,-86.1555,2022-08-01 18:42:19,Hilton Garden Inn Indianapolis Downtown
392,Rock Springs,US,85.44,clear sky,41.5875,-109.2029,2022-08-01 18:42:21,Homewood Suites by Hilton Rock Springs
393,Khash,IR,84.02,few clouds,28.2211,61.2158,2022-08-01 18:42:21,خوابگاه آبجی محدثه
395,Hopkinton,US,75.38,overcast clouds,41.4612,-71.7776,2022-08-01 18:42:22,Stardust Motel
396,Grand-Santi,GF,84.49,overcast clouds,4.25,-54.3833,2022-08-01 18:42:23,Hotel La Villa Couacou
397,Vila Franca Do Campo,PT,73.81,overcast clouds,37.7167,-25.4333,2022-08-01 18:42:23,Pestana Bahia Praia
399,Wuning,CN,78.39,overcast clouds,29.2589,120.2311,2022-08-01 18:42:25,Fu Du Hotel
402,Tateyama,JP,79.11,moderate rain,34.9833,139.8667,2022-08-01 18:42:26,Tateyama Seaside Hotel
403,Kloulklubed,PW,81.05,overcast clouds,7.0419,134.2556,2022-08-01 18:42:27,Storyboard Beach Resort
404,Obudovac,BA,74.34,clear sky,44.965,18.6122,2022-08-01 18:42:27,"Grgićev Ranch, Jaruge"
405,Los Llanos De Aridane,ES,74.12,broken clouds,28.6585,-17.9182,2022-08-01 18:42:28,Valle Aridane
408,Japura,ID,74.59,overcast clouds,-0.3167,102.35,2022-08-01 18:42:29,Rumah mbah Jamah
412,Vao,NC,71.55,broken clouds,-22.6667,167.4833,2022-08-01 18:42:31,Hotel Kou-Bugny
413,Westport,US,77.14,overcast clouds,41.1415,-73.3579,2022-08-01 18:42:32,The Westport Inn
414,Manchester,GB,73.38,light rain,53.4809,-2.2374,2022-08-01 18:38:24,The Gardens Hotel
416,Waddan,LY,90.66,clear sky,29.1614,16.139,2022-08-01 18:43:41,محل الشريف محمد العايب
417,Kutum,SD,75.16,broken clouds,14.2,24.6667,2022-08-01 18:43:42,Dibbo areaمنطقة دبو
419,Ahuimanu,US,80.2,light rain,21.4447,-157.8378,2022-08-01 18:43:44,Paradise Bay Resort
420,Jalu,LY,89.49,clear sky,29.0331,21.5482,2022-08-01 18:43:44,صاحبة الفخامة
421,Tawau,MY,77.13,moderate rain,4.2498,117.8871,2022-08-01 18:43:45,Shervinton Executive Boutique Hotel
422,Popondetta,PG,71.98,clear sky,-8.7537,148.2534,2022-08-01 18:43:45,Timos Transit House
423,Erzincan,TR,78.1,clear sky,39.75,39.5,2022-08-01 18:43:46,Eriza Boutique Hotel
426,Saint Anthony,US,83.79,clear sky,45.0205,-93.218,2022-08-01 18:43:48,Holiday Inn Express Roseville-St. Paul
427,Krylovskaya,RU,81.63,clear sky,46.3194,39.9711,2022-08-01 18:43:49,Europe
428,Amahai,ID,76.69,overcast clouds,-3.3333,128.9167,2022-08-01 18:43:49,HOTEL ISABELA
429,Tianpeng,CN,73.87,broken clouds,30.9866,103.9393,2022-08-01 18:43:50,Shuangliu Love Home Business Hotel
431,Katobu,ID,72.81,overcast clouds,-4.9408,122.5276,2022-08-01 18:43:51,La Ode Husein
433,Zwedru,LR,70.45,overcast clouds,6.0667,-8.1281,2022-08-01 18:43:53,Elijah Worjloh
434,Mogadishu,SO,76.26,few clouds,2.0371,45.3438,2022-08-01 18:43:53,Hotel Juba
435,Kashi,CN,78.01,overcast clouds,39.4547,75.9797,2022-08-01 18:43:54,帕米尔青年旅舍
436,Dakar,SN,84.33,scattered clouds,14.6937,-17.4441,2022-08-01 18:43:55,Novotel Dakar
437,Akim Swedru,GH,71.67,broken clouds,5.8938,-1.0164,2022-08-01 18:43:55,Green Pearls Inn
440,Presidente Dutra,BR,96.98,overcast clouds,-5.29,-44.49,2022-08-01 18:43:57,Pousada Planalto
441,Liverpool,GB,70.14,light intensity drizzle rain,53.4106,-2.9779,2022-08-01 18:40:43,Premier Inn Liverpool City Centre (Moorfields) hotel
444,Santa Cruz De La Palma,ES,78.13,broken clouds,28.6835,-17.7642,2022-08-01 18:43:59,H10 Taburiente Playa
445,Tautira,PF,77.34,few clouds,-17.7333,-149.15,2022-08-01 18:44:00,Pension Oaoa
447,Bulancak,TR,76.82,scattered clouds,40.9372,38.2291,2022-08-01 18:44:01,Başoğlu Bulancak Otel
448,Biak,ID,74.41,overcast clouds,-0.9131,122.8766,2022-08-01 18:44:01,Penginapan Kim
449,Danville,US,90.03,few clouds,36.586,-79.395,2022-08-01 18:44:02,"Holiday Inn Express Danville, an IHG Hotel"
450,Amalapuram,IN,81.0,overcast clouds,16.5833,82.0167,2022-08-01 18:44:03,swayamprabha service apartments
451,Hasaki,JP,81.28,overcast clouds,35.7333,140.8333,2022-08-01 18:39:16,Inubosaki Kanko Hotel
452,Palmer,US,83.52,broken clouds,42.1584,-72.3287,2022-08-01 18:44:04,Wedgewood Motel
455,Sabha,LY,90.55,clear sky,27.0377,14.4283,2022-08-01 18:44:06,محطة ام الارانب -سبها مواصلات
456,The Valley,AI,87.66,scattered clouds,18.217,-63.0578,2022-08-01 18:44:06,CeBlue Villas & Beach Resort
457,Viseu,PT,91.85,clear sky,40.661,-7.9097,2022-08-01 18:40:39,Montebelo Viseu Congress Hotel
458,Kavaratti,IN,78.89,overcast clouds,10.5669,72.642,2022-08-01 18:44:07,Green leaf
459,Soller,ES,87.42,clear sky,39.7662,2.7152,2022-08-01 18:44:08,Hotel Marina & Wellness Spa
462,Acarau,BR,83.08,scattered clouds,-2.8856,-40.12,2022-08-01 18:44:10,castelo pizzaria
466,Joshimath,IN,70.9,overcast clouds,30.5667,79.5667,2022-08-01 18:44:31,Shivalik Camps & Resort
467,Masallatah,LY,78.46,clear sky,32.6167,14.0,2022-08-01 18:45:13,Mustafa Taher Sowaidan
468,Eau Claire,US,79.18,scattered clouds,44.8114,-91.4985,2022-08-01 18:44:51,Hampton Inn Eau Claire
469,Harunabad,PK,89.24,clear sky,29.6133,73.1389,2022-08-01 18:45:14,Waseela Guest House
472,Alugan,PH,79.27,overcast clouds,12.2188,125.4808,2022-08-01 18:45:16,JM Lodge
474,Yako,BF,78.28,broken clouds,12.9667,-2.2667,2022-08-01 18:45:17,CADAAY
475,Varna,BG,75.24,clear sky,43.2167,27.9167,2022-08-01 18:45:17,Golden Tulip Varna
476,Progreso,MX,87.15,few clouds,21.2833,-89.6667,2022-08-01 18:45:18,Playa Linda Hotel
478,Grand-Bourg,GP,86.2,overcast clouds,15.8835,-61.3148,2022-08-01 18:45:20,Coco Beach Resort
479,Ouesso,CG,76.82,broken clouds,1.6136,16.0517,2022-08-01 18:45:20,ABENIE Hotel
480,Rapar,IN,82.94,overcast clouds,23.5667,70.6333,2022-08-01 18:45:21,Dharamshi Bapa’s Home
482,Santander,ES,74.71,clear sky,43.4647,-3.8044,2022-08-01 18:45:22,Abba Santander Hotel
488,Owosso,US,82.8,overcast clouds,42.9978,-84.1766,2022-08-01 18:44:18,Comstock Inn and Conference Center
493,Tahoua,NE,85.98,few clouds,14.8888,5.2692,2022-08-01 18:45:27,Bungalows Guesthouse
494,Jibuti,DJ,86.74,clear sky,11.5,42.5,2022-08-01 18:40:54,Orchid Main Camp Goubet
495,Beni Suef,EG,89.85,clear sky,29.0731,31.0979,2022-08-01 18:45:28,Jewel Inn Beni Suef
497,Dabhol,IN,78.94,overcast clouds,17.6,73.1667,2022-08-01 18:43:26,Ashwamedh Resort
498,Cockburn Town,TC,82.78,clear sky,21.4612,-71.1419,2022-08-01 18:41:19,Osprey Beach Hotel
504,Miri,MY,77.14,moderate rain,4.4148,114.0089,2022-08-01 18:45:32,"Mega Hotel, Miri"
508,Evanston,US,86.38,broken clouds,42.0411,-87.6901,2022-08-01 18:44:05,Hilton Garden Inn Chicago North Shore/Evanston
511,Salalah,OM,77.09,broken clouds,17.0151,54.0924,2022-08-01 18:45:36,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
516,Lugovoy,KZ,71.8,clear sky,42.9472,72.7644,2022-08-01 18:46:38,Ж.Д Вокзал Луговая
517,Datong,CN,71.19,clear sky,40.0936,113.2914,2022-08-01 18:46:39,Holiday Inn Datong City Centre
518,Puerto Leguizamo,CO,90.97,broken clouds,-0.1934,-74.7819,2022-08-01 18:46:39,la casona de juancho
520,Charagua,BO,83.77,clear sky,-19.8,-63.2167,2022-08-01 18:46:41,Hotel
522,Semirom,IR,71.04,overcast clouds,31.4167,51.5667,2022-08-01 18:46:42,Motel Dena
524,Point Fortin,TT,87.85,broken clouds,10.1833,-61.6833,2022-08-01 18:46:43,Jus Les' Suites
527,Pilar,BR,82.33,clear sky,-9.5972,-35.9567,2022-08-01 18:46:45,Pousada e churrascaria Manguaba
528,Goderich,CA,81.91,scattered clouds,43.7501,-81.7165,2022-08-01 18:43:52,Harmony Inn
531,Navalmoral De La Mata,ES,98.96,scattered clouds,39.8916,-5.5406,2022-08-01 18:46:47,Hotel Moya S A
532,Fecamp,FR,71.44,broken clouds,49.7579,0.3746,2022-08-01 18:46:48,Hôtel d'Angleterre
533,Bereda,ES,71.42,clear sky,43.2686,-7.5406,2022-08-01 18:46:49,Pazo de Verdes
534,Forestville,US,87.49,scattered clouds,38.8451,-76.875,2022-08-01 18:44:53,Quality Inn Near Joint Base Andrews-Washington Area
536,Weiser,US,99.32,broken clouds,44.251,-116.9693,2022-08-01 18:43:49,The Colonial Motel
537,Ixtapa,MX,88.23,broken clouds,20.7,-105.2,2022-08-01 18:44:10,hotel la terminal
540,Puerto Escondido,MX,88.2,few clouds,15.85,-97.0667,2022-08-01 18:46:16,Aldea del Bazar Hotel and Spa
541,Rumonge,BI,72.52,light rain,-3.9736,29.4386,2022-08-01 18:46:52,Kwetu Guest House
543,Eyl,SO,76.24,clear sky,7.9803,49.8164,2022-08-01 18:46:53,Amiin Hotel
544,Oytal,KZ,71.4,clear sky,42.9057,73.2697,2022-08-01 18:46:54,Sanatorium Ak-Niet
545,Oistins,BB,87.89,scattered clouds,13.0667,-59.5333,2022-08-01 18:46:55,Butterfly Beach Hotel
548,Yendi,GH,74.71,few clouds,9.4427,-0.0099,2022-08-01 18:46:56,Eyarro Lodge
549,Asyut,EG,93.38,clear sky,27.181,31.1837,2022-08-01 18:46:57,فندق ميس إيجيبت Miss Egypt Hotel
553,Paragominas,BR,79.11,overcast clouds,-2.9667,-47.4833,2022-08-01 18:44:21,INOVA
555,Harper,LR,75.78,overcast clouds,4.375,-7.7169,2022-08-01 18:47:00,Screensaver
556,Mayo,US,87.04,scattered clouds,38.8876,-76.5119,2022-08-01 18:43:25,Resorts Resource Group International
557,Sukumo,JP,77.43,overcast clouds,32.9333,132.7333,2022-08-01 18:47:01,Sukumojo
562,Porto Novo,BJ,75.02,broken clouds,6.4965,2.6036,2022-08-01 18:48:03,Tour Eiffel Hotel Benin
564,Puerto Santander,CO,87.21,broken clouds,8.3636,-72.4063,2022-08-01 18:48:05,Hotel Toronto
